Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source,EID
Effects of paddy rice on feed utilization and growth of New Zealand White rabbits fed basal diets of water spinach (Ipomoea aquatica) or sweet potato vines (Ipomoea batatas),2013,Livestock Research for Rural Development,25,6,,6,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878520901&partnerID=40&md5=1214a26681129812c5fbb8da69e7e389,Article,Scopus,2-s2.0-84878520901
Two-Step Nilpotent Quadratic Lie Algebras and 8-Dimensional Non-commutative Symmetric Novikov Algebras,2013,Vietnam Journal of Mathematics,41,2,,135,148,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84894319312&partnerID=40&md5=e284f42150a40ef0fdac8772477bbd64,Article,Scopus,2-s2.0-84894319312
Postbuckling behavior of functionally graded cylindrical panels with tangential edge constraints and resting on elastic foundations,2013,Composite Structures,100,,,532,541,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875282237&partnerID=40&md5=d22b973392f660b6ca0ef106e8ddf21d,Article,Scopus,2-s2.0-84875282237
Nonlinear postbuckling of symmetric S-FGM plates resting on elastic foundations using higher order shear deformation plate theory in thermal environments,2013,Composite Structures,100,,,566,574,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875306618&partnerID=40&md5=f0a99d0fcce80a233043ecc8818c5cb4,Article,Scopus,2-s2.0-84875306618
Bounds on the ranges of the conductive and elastic properties of randomly inhomogeneous materials,2013,Philosophical Magazine,93,18,,2229,2249,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84879691555&partnerID=40&md5=dfc4bb40d26479a1e334759fc8a94994,Article,Scopus,2-s2.0-84879691555
A hybrid extragradient method extended to fixed point problems and equilibrium problems,2013,Optimization,62,2,,271,283,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878235004&partnerID=40&md5=7e5320c4fcc557a7b21b5828d796f0be,Article,Scopus,2-s2.0-84878235004
On the 3D Kelvin-Voigt-Brinkman-Forchheimer equations in some unbounded domains,2013,"Nonlinear Analysis, Theory, Methods and Applications",89,,,36,54,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878230860&partnerID=40&md5=a82167b1ac54ea8943b4bd7f6d6632cf,Article,Scopus,2-s2.0-84878230860
Multiple palpable cysts,2013,New England Journal of Medicine,368,22,,2125,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878361640&partnerID=40&md5=de688dbfa72f8aa2375e958b7b98d354,Article,Scopus,2-s2.0-84878361640
Magnetic properties of Nd-Fe-Co-Al rapid solidification alloys,2013,International Journal of Materials Research,104,5,,471,475,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878100370&partnerID=40&md5=41eb582fee7fe3a10543d64a7157a0cd,Article,Scopus,2-s2.0-84878100370
A practical approach to fractional stochastic dynamics,2013,Journal of Computational and Nonlinear Dynamics,8,3,31015,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878083525&partnerID=40&md5=e2516ca30575a5295c037dc1268b08ab,Article,Scopus,2-s2.0-84878083525
"Factors effect to the sulfide generation rate in the To Lich River, Vietnam",2013,ARPN Journal of Engineering and Applied Sciences,8,3,,190,199,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877985091&partnerID=40&md5=11dcf399b643c593a46a8eb9427a51a5,Article,Scopus,2-s2.0-84877985091
Multiple solutions for a class of p(x)-Laplacian problems involving concave-convex nonlinearitie,2013,Electronic Journal of Qualitative Theory of Differential Equations,,,,1,27,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877739669&partnerID=40&md5=d78560fe6c9be8d9480d446351745824,Article,Scopus,2-s2.0-84877739669
Native-English-speaking teachers' construction of professional identity in an EFL context: A case of Vietnam,2013,Journal of Asia TEFL,10,1,,1,23,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877722757&partnerID=40&md5=bf03755026f4e6c91e5387a044096133,Article,Scopus,2-s2.0-84877722757
A facile synthesis of nanostructured magnesium oxide particles for enhanced adsorption performance in reactive blue 19 removal,2013,Journal of Colloid and Interface Science,398,,,210,216,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876466302&partnerID=40&md5=140bd72b1e3e5784937bb55e203f2d1d,Article,Scopus,2-s2.0-84876466302
High sensitivity and selectivity of mixed potential sensor based on Pt/YSZ/SmFeO3 to NO2 gas,2013,"Sensors and Actuators, B: Chemical",183,,,550,555,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877360181&partnerID=40&md5=9be5cc9ca3b8c37045ab357a58382dd4,Article,Scopus,2-s2.0-84877360181
Synthesis and in vitro cytotoxic evaluation of 7-chloro-4-anilino-quinoline amide derivatives,2013,Asian Journal of Chemistry,25,8,,4453,4456,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877282509&partnerID=40&md5=d1be64801c65a9975577abfe5f6ddcd9,Article,Scopus,2-s2.0-84877282509
Phonon-assisted cyclotron resonance in quantum wells via the multiphoton absorption process,2013,Superlattices and Microstructures,59,,,77,86,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877260924&partnerID=40&md5=a18256e89207a4c80b849b114c411b14,Article,Scopus,2-s2.0-84877260924
Data classification by parallel generation of set partitions,2013,International Journal of Intelligent Information and Database Systems,7,2,,135,147,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877276599&partnerID=40&md5=213d4275aa11d953dda75c741fe38727,Article,Scopus,2-s2.0-84877276599
Polyamorphism and origin of spatially heterogeneous dynamics in network-forming liquids under compression: Insight from visualization of molecular dynamics data,2013,Applied Physics Letters,102,19,191908,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877969088&partnerID=40&md5=6366f858f0c3849f03a1733266652230,Article,Scopus,2-s2.0-84877969088
"Inhibitors of a-glucosidase, a-amylase and lipase from Chrysanthemum morifolium",2013,Phytochemistry Letters,6,3,,322,325,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877055927&partnerID=40&md5=7565010b005bf03764922fe8d1200be6,Article,Scopus,2-s2.0-84877055927
On coupled common fixed points for mixed weakly monotone maps in partially ordered S-metric spaces,2013,Fixed Point Theory and Applications,2013,,48,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877052435&partnerID=40&md5=b7d46dde4341cc72808c2e249045f6e3,Article,Scopus,2-s2.0-84877052435
Diameter controlled synthesis of tungsten oxide nanorod bundles for highly sensitive NO2 gas sensors,2013,"Sensors and Actuators, B: Chemical",183,,,372,380,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877006480&partnerID=40&md5=dc440f9d34b2f89b6559fa7353797ae1,Article,Scopus,2-s2.0-84877006480
Analytical solutions of the Schr?dinger equation for a two-dimensional exciton in magnetic field of arbitrary strength,2013,Journal of Mathematical Physics,54,5,52105,,,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878541765&partnerID=40&md5=2406d67ba3591895372f70548599ac73,Article,Scopus,2-s2.0-84878541765
Biochemical studies on the immobilized lactase in the combined alginate-carboxymethyl cellulose gel,2013,Biochemical Engineering Journal,74,,,81,87,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875794943&partnerID=40&md5=17cc40f84a6e0740c1de44c3da8cc552,Article,Scopus,2-s2.0-84875794943
Biosynthesis of silver nanoparticles using Tithonia diversifolia leaf extract and their antimicrobial activity,2013,Materials Letters,105,,,220,223,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84879037493&partnerID=40&md5=21f4e1af87c944a1b85d7bd377006ee7,Article,Scopus,2-s2.0-84879037493
Markov financial model using hidden Markov model,2013,International Journal of Applied Mathematics and Statistics,40,10,,72,83,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876798027&partnerID=40&md5=7527ffc6242846b8acabee78a4f2ffbe,Article,Scopus,2-s2.0-84876798027
Metallic assisted guided-mode resonances in slab waveguide gratings for reduced optical switching intensity in bistable devices,2013,Journal of Optics (United Kingdom),15,5,55503,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878344068&partnerID=40&md5=40d72141a0b6ccd7026719fabe3476f1,Article,Scopus,2-s2.0-84878344068
Exact outage probability of underlay cognitive cooperative networks over rayleigh fading channels,2013,Wireless Personal Communications,70,2,,1001,1009,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-84879689569&partnerID=40&md5=715bbf9bb0979faa670ec6d43d6c50a5,Article,Scopus,2-s2.0-84879689569
Cohomological classification of Ann-categories,2013,Mathematical Communications,18,1,,151,169,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877679515&partnerID=40&md5=32dda6885089f50b0bf46d81982ca9aa,Article,Scopus,2-s2.0-84877679515
Nonlinear dynamic response of imperfect eccentrically stiffened FGM double curved shallow shells on elastic foundation,2013,Composite Structures,99,,,88,96,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-84874340129&partnerID=40&md5=6c1e72c88e44fe2d5db3f80f4bf242a0,Article,Scopus,2-s2.0-84874340129
HÅá control for nonlinear systems with interval non-differentiable time-varying delay,2013,European Journal of Control,19,3,,190,198,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84884697136&partnerID=40&md5=ab9bc42452911c1141c27055cd0a3eaa,Article,Scopus,2-s2.0-84884697136
Regularity and fractal dimension of pullback attractors for a non-autonomous semilinear degenerate parabolic equation,2013,Glasgow Mathematical Journal,55,2,,431,448,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875977309&partnerID=40&md5=f260d0ed77794b66588ac7dc9004d703,Article,Scopus,2-s2.0-84875977309
Polyisoprenylated benzophenone and xanthone constituents of the bark of Garcinia cochinchinensis,2013,Phytochemistry Letters,6,2,,224,227,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84874936949&partnerID=40&md5=fb50ebf3afec136ee360a01178d20bdd,Article,Scopus,2-s2.0-84874936949
Performance evaluation of underlay cognitive multi-hop networks over Nakagami-m fading channels,2013,Wireless Personal Communications,70,1,,227,238,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876160146&partnerID=40&md5=094c0a78b6a5636cd7ea77465040174c,Article,Scopus,2-s2.0-84876160146
Maclurochloa tonkinensis sp. nov. (Poaceae: Bambusoideae) from Vietnam,2013,Nordic Journal of Botany,31,2,,157,160,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877335192&partnerID=40&md5=ef5ea555e2f3cc6223cf8ad459bc7eeb,Article,Scopus,2-s2.0-84877335192
Generators for the mod 2 cohomology of the Steinberg summand of Thom spectra over B(Z/2)n,2013,Journal of Algebra,381,,,164,175,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84874435829&partnerID=40&md5=a0267bbb90f4936a4ef0d50c89c60252,Article,Scopus,2-s2.0-84874435829
"A new analog of É¬-tocopherol from Livistona halongensis, a novel species discovered in ha long bay of Vietnam",2013,Chemistry of Natural Compounds,49,2,,351,353,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84879799254&partnerID=40&md5=b0dcda225df5bbcb01ff16a78dafbff3,Article,Scopus,2-s2.0-84879799254
Physicochemical properties and antioxidant capacity of debranched starch-ferulic acid complexes,2013,Starch/Staerke,65,5åé6ì˙,,382,389,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876940396&partnerID=40&md5=bfdc2593e92c52dd1c4e6810380b5a57,Article,Scopus,2-s2.0-84876940396
Community-Based Videos and Migration Issues: The Case of the Thai Community in Hanoi,2013,Visual Anthropology,26,3,,204,214,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877266081&partnerID=40&md5=6a222818f68186e5051ff38bd59267f9,Article,Scopus,2-s2.0-84877266081
Making Anthropological Films in Vietnam: First Steps and Prospects,2013,Visual Anthropology,26,3,,191,203,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877280122&partnerID=40&md5=f2c2a61764729418b271e0359681dfc6,Article,Scopus,2-s2.0-84877280122
Two new 11-noriridoids from the aerial parts of Morinda umbellata,2013,Phytochemistry Letters,6,2,,267,269,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875936814&partnerID=40&md5=5a4c50deb44f96a66702a884b01d217f,Article,Scopus,2-s2.0-84875936814
"Controlling the electrodeposition, morphology and structure of hydroxyapatite coating on 316L stainless steel",2013,Materials Science and Engineering C,33,4,,2037,2045,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875222629&partnerID=40&md5=41222fbbdb3ce43590a3389d178f5793,Article,Scopus,2-s2.0-84875222629
Investigation of polyethylene oxide-based prolonged release solid dispersion containing isradipine,2013,Journal of Drug Delivery Science and Technology,23,3,,269,274,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84879025600&partnerID=40&md5=0cd4b7d7838ed2f447702b9230b583d6,Article,Scopus,2-s2.0-84879025600
A Remark on the Finiteness Dimension,2013,Communications in Algebra,41,6,,2048,2054,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84878606484&partnerID=40&md5=3c1f8608c7e2b71c27c54f65a92f4997,Article,Scopus,2-s2.0-84878606484
"Degradation and mineralization of 2,4,6-trinitroresorcine in various photochemical systems",2013,Materials Science and Engineering C,33,4,,1975,1982,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875226449&partnerID=40&md5=ddf0eac81371bab37d4f0023b87faed4,Article,Scopus,2-s2.0-84875226449
A new lupane triterpenoid from the aerial part of Acanthopanax trifoliatus,2013,Chemistry of Natural Compounds,49,2,,274,276,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84879797611&partnerID=40&md5=d709d5fbddb5ee2365bd0c6b46a74e31,Article,Scopus,2-s2.0-84879797611
Female sex workers who use amphetamine-type stimulants (ATS) in three cities of Vietnam: Use and sexual risks related to HIV/AIDS,2013,Global Public Health,8,5,,552,569,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84882272552&partnerID=40&md5=961d67bf9d4f41955c9d971de10fd3d0,Article,Scopus,2-s2.0-84882272552
Study on minicell generation of Lactobacillus acidophilus VTCC-B-871 for drug delivery,2013,Journal of Applied Pharmaceutical Science,3,5,,33,36,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84880583362&partnerID=40&md5=0479da17e7c18480778d4e3734dd9b67,Article,Scopus,2-s2.0-84880583362
"Study of complex nutrients, temperature and salts on hyaluronic acid production in Streptococcus zooepidermicus ATCC 43079",2013,Journal of Applied Pharmaceutical Science,3,5,,12,15,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84880591812&partnerID=40&md5=f9d1ed380f71278bb3d2941aa42f0e38,Article,Scopus,2-s2.0-84880591812
Polyaniline Nanowires-Based Electrochemical Immunosensor for Label Free Detection of Japanese Encephalitis Virus,2013,Analytical Letters,46,8,,1229,1240,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84877294554&partnerID=40&md5=b432d90c82a759a1342601981b24868c,Article,Scopus,2-s2.0-84877294554
Novel design of electromagnetic bandgap using fractal geometry,2013,International Journal of Antennas and Propagation,2013,,162396,,,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876533982&partnerID=40&md5=a615da6fc14ee357c4914a06c830358e,Article,Scopus,2-s2.0-84876533982
Rapid and label-free detection of H5N1 virus using carbon nanotube network field effect transistor,2013,Current Applied Physics,13,7,,1311,1315,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84885858822&partnerID=40&md5=d53fb155bebdb8a6688aa1027d264342,Article,Scopus,2-s2.0-84885858822
What can corporate governance build in shipping companies?,2013,International Journal of Shipping and Transport Logistics,5,2,,113,136,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876495402&partnerID=40&md5=dc99ca846732776e91640bcfd4bf3568,Article,Scopus,2-s2.0-84876495402
On the effective medium approximations for the properties of isotropic multicomponent matrix-based composites,2013,International Journal of Engineering Science,68,,,75,85,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876498761&partnerID=40&md5=e2a681d62f53d939388b48cf8df37ea0,Article,Scopus,2-s2.0-84876498761
Variational inequalities over Euclidean balls,2013,Mathematical Methods of Operations Research,78,2,,243,258,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888011323&partnerID=40&md5=10f3e342a9ebe1f4259ccad6248d37bf,Article,Scopus,2-s2.0-84888011323
Ullmann-type coupling reaction using metal-organic framework MOF-199 as an efficient recyclable solid catalyst,2013,Applied Catalysis A: General,457,,,69,77,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876996158&partnerID=40&md5=feedb4780c56a3bd4be63f0a1c930c65,Article,Scopus,2-s2.0-84876996158
A method for extracting knowledge from decision tables in terms of functional dependencies,2013,Cybernetics and Information Technologies,13,1,,73,82,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84876159406&partnerID=40&md5=58cb34954118da4f55d7ca64da60aea9,Article,Scopus,2-s2.0-84876159406
The role of CSR in clinical governance and its influence on knowledge sharing,2013,Clinical Governance,18,2,,90,113,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84875924393&partnerID=40&md5=42cde8139232dd5eefc0dd0fa1566153,Article,Scopus,2-s2.0-84875924393
